P_NAME,P_HABITABLE,P_ESI,P_MASS_y,P_RADIUS_y,P_TEMP_EQUIL_y,P_PERIOD_y,P_TEXTURE
HAT-P-20 b,0,-1.251518372,2302.899,9.718,885.29906,2.875317,Gas Giant
HD 219666 b,0,-0.580799487,16.6,4.24,777.28993,6.04345,Neptunian
Kepler-5 b,0,-1.548532085,670.93913,15.984,1598.485,3.5484657,Gas Giant
HD 89345 b,0,-1.098013041,34.9613,7.398,993.43648,11.8143,Neptunian
HAT-P-34 b,0,-1.469529783,1058.3739,13.417,1365.6424,5.452654,Gas Giant
HAT-P-67 b,0,-1.681044665,108.0622,23.371,1714.8497,4.8101025,Gas Giant
WASP-129 b,0,-1.323914301,317.83,10.424,1083.6003,5.748145,Gas Giant
KELT-9 b,0,-1.655003046,915.3504,21.196,3693.4836,1.4811235,Gas Giant
WASP-43 b,0,-1.338109621,565.714,10.424,1329.5526,0.813475,Gas Giant
WASP-11 b,0,-1.426439762,251.0857,12.442,1221.392,3.72247,Gas Giant
WASP-114 b,0,-1.524721453,562.24127,15.009,1827.4571,1.5487743,Gas Giant
K2-260 b,0,-1.582945707,451.3186,17.396,1732.4433,2.6266657,Gas Giant
KELT-11 b,0,-1.525512431,54.34893,15.132,1566.3562,4.7361,Gas Giant
HAT-P-33 b,0,-1.643272524,292.4036,20.737,1626.7918,3.47447,Gas Giant
WASP-172 b,0,-1.58650202,149.3801,17.598,1655.4649,5.477433,Gas Giant
WASP-144 b,0,-1.286265317,139.8452,9.528,1330.4733,2.2783152,Gas Giant
WASP-18 b,0,-1.493009251,3241.8497,13.899,2290.8347,0.94145223,Gas Giant
HAT-P-49 b,0,-1.593367509,699.226,17.822,1945.1891,2.69155,Gas Giant
HATS-3 b,0,-1.533985026,340.382,15.48,1503.9342,3.547851,Gas Giant
HAT-P-54 b,0,-1.245784751,241.5508,10.581,746.72454,3.799847,Gas Giant
HAT-P-46 b,0,-1.4986501,156.684,14.392,1326.9345,4.463129,Gas Giant
WASP-65 b,0,-1.434881948,492.62,12.464,1438.7206,2.3114243,Gas Giant
KELT-17 b,0,-1.577548803,416.3573,17.094,1909.1731,3.0801716,Gas Giant
HAT-P-21 b,0,-1.423530694,1547.8321,12.442,1158.8566,4.12448,Gas Giant
K2-333 b,0,-0.915406912,31.6,6.18,808.51636,14.759287,Neptunian
HAT-P-32 b,0,-1.665295515,216.1244,22.194,1676.336,2.1500082,Gas Giant
HATS-70 b,0,-1.540756407,4100.007,15.513,2482.5023,1.8882378,Gas Giant
HAT-P-23 b,0,-1.534045316,664.237,15.334,1874.1305,1.212884,Gas Giant
HD 2685 b,0,-1.552085113,371.8611,16.141,1569.2794,4.12688,Gas Giant
Kepler-396 b,0,0.140750558,75.5,3.5,487.65568,42.994,Gas Giant
WASP-38 b,0,-1.474113867,1093.3352,13.787,1205.4761,6.87188,Gas Giant
TOI-1478 b,0,-1.349599653,270.47333,11.882,841.37615,10.180249,Gas Giant
WASP-117 b,0,-1.381383904,95.349,11.882,964.21375,10.02165,Gas Giant
WASP-120 b,0,-1.56215168,1541.4755,16.511,1656.8374,3.6112706,Gas Giant
WASP-72 b,0,-1.509664785,731.009,14.46,2006.1076,2.21673,Gas Giant
HAT-P-16 b,0,-1.504288006,1332.605,14.448,1484.5318,2.77596,Gas Giant
HAT-P-57 b,0,-1.625663956,448.1403,19.504,2010.651,2.4653,Gas Giant
K2-199 c,0,-0.095012695,12.4,2.85,649.22656,7.3744897,Neptunian
HD 5278 c,0,-0.465293008,18.4,4.49,608.7207,40.87,Neptunian
CoRoT-11 b,0,-1.548446917,740.51,16.03,1516.5491,2.99433,Gas Giant
HATS-33 b,0,-1.478658369,378.85336,13.787,1305.4072,2.5495551,Gas Giant
Kepler-12 b,0,-1.621640854,137.30256,19.661,1402.7722,4.4379629,Gas Giant
K2-266 e,0,0.633887033,14.3,2.73,448.76428,19.482,Neptunian
HATS-31 b,0,-1.602676769,279.6904,18.383,1658.2133,3.37796,Gas Giant
pi Men d,0,0.657038179,13.38,3.72,402.08154,124.64,Neptunian
K2-25 b,0,0.289826707,24.5,3.44,446.6039,3.4845641,Neptunian
WASP-17 b,0,-1.646373187,247.9074,20.961,1597.5192,3.73543,Gas Giant
TOI-674 b,0,-0.645718248,23.6,5.25,636.2528,1.977143,Neptunian
HATS-4 b,0,-1.382505363,420.471,11.433,1202.2391,2.516729,Gas Giant
TOI-904 b,0,0.402683777,6.46,2.426,511.68855,10.8772,Super-Earth
TOI-1728 b,0,-0.683972658,26.78,5.05,701.33105,3.49151,Neptunian
TOI-1130 b,0,-0.394828584,19.28,3.56,737.90234,4.07445,Neptunian
Kepler-448 c,0,0.188845609,6992.26,12,167.84096,2500,Gas Giant
WASP-151 b,0,-1.456292818,100.43378,13.305,1180.7783,4.5334775,Gas Giant
Qatar-2 b,0,-1.480832415,792.635,14.056,1171.7304,1.3371165,Gas Giant
CoRoT-1 b,0,-1.568043039,327.35,16.7,1822.9531,1.5089557,Gas Giant
TOI-125 c,0,-0.168577495,6.63,2.759,757.56366,9.15059,Unknown
HD 63433 d,0,0.311134374,1.25,1.073,1055.276,4.209075,Terrestrial
K2-199 b,0,0.168153652,6.9,1.73,854.68714,3.2253993,Super-Earth
WASP-39 b,0,-1.478750939,88.989,14.235,1073.4494,4.055259,Gas Giant
WASP-104 b,0,-1.442922234,404.263,12.745,1336.7712,1.7554137,Gas Giant
TrES-1 b,0,-1.425287366,266.9772,12.666,1081.2594,3.03007,Gas Giant
WASP-96 b,0,-1.463483747,152.55,13.45,1219.1317,3.4252602,Gas Giant
WASP-52 b,0,-1.491258691,146.2,14.24,1259.8396,1.7497798,Gas Giant
HATS-10 b,0,-1.36091225,167.17858,10.862,1264.304,3.312846,Gas Giant
XO-2 S b,0,-1.193380436,82.6358,10.9,656.88736,18.157,Gas Giant
LP 791-18 d,0,1.892529357,0.9,1.032,395.32564,2.753436,Terrestrial
TIC 257060897 b,0,-1.565958666,212.94503,16.701,1602.471,3.660028,Gas Giant
K2-29 b,0,-1.446468823,232.0159,13.339,1046.4766,3.2588321,Gas Giant
TOI-677 b,0,-1.428381062,392.83788,13.115,934.50631,11.2366,Gas Giant
WASP-2 b,0,-1.412137542,295.89973,12.117,1199.7967,2.152175,Gas Giant
TOI-640 b,0,-1.628537443,279.6904,19.851,1601.3888,5.0037775,Gas Giant
WASP-153 b,0,-1.579757258,123.9537,17.374,1515.2242,3.332609,Gas Giant
KOI-13 b,0,-1.575704539,2949.4624,16.948,2334.7445,1.763588,Gas Giant
LTT 3780 c,0,2.344518354,7.02,2.33,330.63032,12.252196,Super-Earth
WASP-174 b,0,-1.547795292,104.88337,16.107,1395.7253,4.2337005,Gas Giant
WASP-60 b,0,-1.306310394,174.8065,9.864,1320.631,4.305,Gas Giant
55 Cnc d,0,-1.316587601,1232.493,13,93.084016,5574.2,Gas Giant
WASP-75 b,0,-1.499146902,340.06,14.235,1567.0544,2.484193,Gas Giant
WASP-145 A b,0,-1.30317397,282.8687,10.088,1063.6028,1.7690381,Gas Giant
TOI-561 e,0,1.400411868,12.6,2.55,379.96457,77.03,Neptunian
TOI-776 b,0,0.871909158,4,1.85,469.22171,8.24661,Super-Earth
HAT-P-28 b,0,-1.470085312,198.953,13.585,1260.4749,3.257215,Gas Giant
LTT 1445 A b,0,0.808503457,2.87,1.18,527.7144,5.35876,Terrestrial
HD 106315 c,0,-0.624507905,15.2,4.35,813.43545,21.05704,Neptunian
WASP-56 b,0,-1.334475231,143.0235,10.536,1140.8105,4.6171,Gas Giant
WASP-6 b,0,-1.375043381,117.5971,11.545,1045.394,3.36101,Gas Giant
WASP-166 b,0,-1.082563979,32.10083,7.062,1184.1881,5.44354,Neptunian
K2-266 d,0,0.297315968,8.9,2.93,492.96892,14.697,Unknown
WASP-159 b,0,-1.535439941,174.8065,15.468,1622.5892,3.840401,Gas Giant
WASP-84 b,0,-1.259056559,220,10.72,757.17928,8.5234965,Gas Giant
HD 110113 c,0,-0.011620925,10.5,2.114,958.9374,6.744,Neptunian
HD 219134 c,0,0.335644245,4.36,1.511,714.97141,6.76458,Super-Earth
GJ 357 b,0,1.078261715,1.84,1.2,476.92321,3.9306,Terrestrial
WASP-136 b,0,-1.535034436,479.9233,15.468,1591.2887,5.215357,Gas Giant
WASP-22 b,0,-1.480204883,212.9461,13.787,1352.9755,3.53269,Gas Giant
HATS-27 b,0,-1.56846724,168.4499,16.814,1479.76,4.637038,Gas Giant
WASP-101 b,0,-1.546993075,162.0933,16.029,1443.4549,3.58572,Gas Giant
HAT-P-11 b,0,-0.62046676,26.69772,4.36,799.46246,4.8878024,Neptunian
K2-290 b,0,-0.356827852,10.9,3.06,1067.822,9.21165,Neptunian
WASP-47 e,0,0.057984129,6.77,1.808,2005.9833,0.7895933,Super-Earth
WASP-34 b,0,-1.367948595,177.9848,11.209,1137.9957,4.31768,Gas Giant
Kepler-7 b,0,-1.597000633,140.16303,18.181,1543.8771,4.8854892,Gas Giant
K2-233 d,0,0.554712414,21.14,2.358,481.93553,24.3645,Neptunian
XO-3 b,0,-1.545769445,2316.9807,15.805,1743.6546,3.19154,Gas Giant
KELT-20 b,0,-1.626072063,1074.9011,19.515,2065.8561,3.4741085,Gas Giant
TOI-269 b,0,0.152415648,8.8,2.77,525.14717,3.6977104,Unknown
HD 191939 g,0,2.595294771,13.5,3.74,253.83252,284,Neptunian
K2-115 b,0,-1.199005014,266.9772,12.06,618.93763,20.272615,Gas Giant
WASP-169 b,0,-1.510275578,178.30263,14.617,1537.362,5.6114118,Gas Giant
HD 108236 e,0,-0.145508449,9.71,3.083,631.86465,19.590025,Unknown
HAT-P-65 b,0,-1.596309689,176.07694,18.058,1653.7841,2.6054475,Gas Giant
HAT-P-38 b,0,-1.242269099,84.857,9.247,987.93159,4.640382,Gas Giant
WASP-83 b,0,-1.376839161,95.349,11.657,1018.9989,4.971252,Gas Giant
HAT-P-19 b,0,-1.339440889,88.03847,11.299,898.22436,4.0087832,Gas Giant
K2-55 b,0,-0.523590032,14,3.82,868.56603,2.849258,Neptunian
WASP-64 b,0,-1.499194212,403.945,14.247,1545.7552,1.5732918,Gas Giant
TOI-1298 b,0,-1.277613485,113.14691,9.427,1271.001,4.537164,Gas Giant
WASP-107 c,0,-1.144126822,115,13.2,113.27302,1088,Gas Giant
KELT-16 b,0,-1.549352486,874.0325,15.861,2244.4465,0.9689951,Gas Giant
WASP-190 b,0,-1.451874565,317.83,12.89,1472.6276,5.367753,Gas Giant
HD 202772 A b,0,-1.582709473,323.23311,17.318,1951.9784,3.308958,Gas Giant
WASP-47 c,0,0.802430476,500,13.5,217.62319,588.8,Gas Giant
WASP-61 b,0,-1.540888171,851.7844,15.805,1425.3806,3.8559,Gas Giant
K2-232 b,0,-1.338955878,126.49634,11.209,903.99074,11.168454,Gas Giant
K2-266 c,0,0.518030018,0.29013,0.705,608.64901,7.814,Terrestrial
WASP-74 b,0,-1.530486369,228.8376,15.244,1728.348,2.13775,Gas Giant
WASP-94 B b,0,-1.496559374,196.411,14.1,1703.4418,2.00839,Gas Giant
HAT-P-4 b,0,-1.500278007,213.255,14.28,1549.7301,3.056536,Gas Giant
HD 17156 b,0,-1.372271824,1115.5833,12.33,764.31088,21.21663,Gas Giant
K2-295 b,0,-1.240509203,106.47305,10.054,794.34916,4.024867,Gas Giant
WASP-130 b,0,-1.23228596,390.9309,9.976,786.1573,11.55098,Gas Giant
CoRoT-2 b,0,-1.556155347,1102.82,16.432,1412.2784,1.7429935,Gas Giant
Kepler-41 b,0,-1.507463414,177.98,14.46,1682.0884,1.8555582,Gas Giant
WASP-157 b,0,-1.370664228,182.43442,11.19,1193.4368,3.951623,Gas Giant
HAT-P-70 b,0,-1.650531727,2154.8874,20.961,2365.9543,2.7443245,Gas Giant
HAT-P-44 c,0,-0.018210584,1271.3,13,169.32652,872.2,Gas Giant
WASP-165 b,0,-1.494236958,209.13214,14.123,1484.0245,3.465509,Gas Giant
HAT-P-37 b,0,-1.451493892,371.528,13.204,1160.6164,2.797436,Gas Giant
WASP-103 b,0,-1.579648757,473.547,17.127,2290.1031,0.925542,Gas Giant
WASP-162 b,0,-1.338578195,1652.716,11.209,879.42365,9.62468,Gas Giant
HATS-26 b,0,-1.626213318,206.5895,19.616,1748.9755,3.3023881,Gas Giant
TOI-700 b,0,2.096777378,0.704,0.914,380.76101,9.977219,Terrestrial
WASP-92 b,0,-1.558217257,255.85315,16.376,1599.7794,2.1746742,Gas Giant
HAT-P-8 b,0,-1.541345382,406.8224,15.693,1619.7074,3.07634,Gas Giant
HD 136352 b,0,0.204633867,4.72,1.664,828.05883,11.57797,Super-Earth
HAT-P-7 b,0,-1.574666741,584.8072,16.926,2122.8141,2.20474,Gas Giant
HAT-P-52 b,0,-1.370667055,259.98494,11.31,1111.8374,2.7535953,Gas Giant
Qatar-9 b,0,-1.363365544,378.2177,11.31,1038.1062,1.540731,Gas Giant
KOI-94 c,0,-0.67510238,15.6,4.32,1041.7343,10.423648,Neptunian
HD 136352 c,0,-0.071744109,11.24,2.916,619.73964,27.59221,Neptunian
HATS-52 b,0,-1.536798806,711.9392,15.491,1669.6819,1.3666544,Gas Giant
HATS-56 b,0,-1.613500977,191.33366,18.921,1737.6552,4.324799,Gas Giant
HD 136352 d,0,1.217639364,8.82,2.562,394.37125,107.245,Unknown
TOI-201 b,0,-1.126118451,133.4886,11.299,587.64508,52.97818,Gas Giant
KELT-10 b,0,-1.532316714,215.80657,15.681,1259.7085,4.1662739,Gas Giant
WASP-16 b,0,-1.472960081,394.1092,13.675,1257.6959,3.1186,Gas Giant
XO-6 b,0,-1.667261507,1398.452,23.203,1214.8451,3.7650007,Gas Giant
NGTS-3 A b,0,-1.562524703,756.4354,16.589,1546.0936,1.6753728,Gas Giant
K2-334 b,0,-0.920040854,27.2,5.65,1350.005,5.113981,Neptunian
TOI-700 e,1,5.08710439,0.818,0.953,270.67786,27.80978,Terrestrial
GJ 3470 b,0,-0.372711648,13.9,4.57,557.79894,3.3366496,Neptunian
LHS 3844 b,0,0.383314039,2.25,1.303,737.82695,0.46292913,Terrestrial
HD 191939 d,0,0.263919974,2.8,2.995,495.37036,38.353037,Unknown
Kepler-105 c,0,0.272702793,4.6,1.31,1010.2176,7.1262,Terrestrial
KELT-3 b,0,-1.585408313,616.5902,17.486,1797.8069,2.70339,Gas Giant
Kepler-447 b,0,-1.535777529,435.41,18.49,822.66728,7.7943013,Gas Giant
K2-261 b,0,-1.256899229,59.75174,9.528,951.85136,11.633478,Gas Giant
TOI-700 c,0,2.282379258,7.27,2.6,325.06199,16.051137,Unknown
HAT-P-43 b,0,-1.471488443,210.395,13.63,1247.9492,3.3326414,Gas Giant
Kepler-422 b,0,-1.427226212,136.66,12.89,1021.3928,7.8914483,Gas Giant
WASP-44 b,0,-1.422111182,276.5121,12.33,1222.8572,2.423804,Gas Giant
WASP-57 b,0,-1.402361711,204.68252,11.769,1308.1034,2.8389186,Gas Giant
HATS-34 b,0,-1.543664606,299.07803,16.029,1319.8564,2.1061607,Gas Giant
TrES-5 b,0,-1.465940568,568.9157,13.384,1332.5883,1.4822469,Gas Giant
Kepler-18 b,0,0.003317751,6.9,2,1183.5754,3.504725,Super-Earth
K2-136 b,0,0.593929419,4.3,1.014,611.79398,7.9752,Terrestrial
HAT-P-42 b,0,-1.496366715,331.801,14.348,1303.9646,4.641878,Gas Giant
WASP-7 b,0,-1.515849955,305.1168,14.908,1396.9335,4.9546416,Gas Giant
HATS-48 A b,0,-1.19996489,77.23269,8.967,871.00222,3.1316666,Gas Giant
TOI-561 c,0,-0.200109815,5.39,2.91,732.14844,10.778831,Unknown
HATS-5 b,0,-1.292711522,75.323,10.223,937.7569,4.763387,Gas Giant
K2-155 c,0,1.045057183,7.27,2.6,408.22927,13.85,Unknown
KELT-14 b,0,-1.624470611,408.09372,19.537,1725.5497,1.7100566,Gas Giant
K2-198 b,0,-0.350584225,16.3,4.189,583.08565,17.042868,Neptunian
HAT-P-51 b,0,-1.45469313,97.57332,13.507,1069.4614,4.2180209,Gas Giant
TOI-172 b,0,-1.347403416,1722.6386,10.817,1088.3856,9.47725,Gas Giant
HD 209458 b,0,-1.532733217,232.0159,15.581,1341.1508,3.5247486,Gas Giant
HAT-P-44 b,0,-1.461880354,111.871,13.922,1011.68,4.301219,Gas Giant
TOI-178 b,0,0.320487931,1.5,1.152,951.2161,1.914558,Terrestrial
GJ 1252 b,0,0.303438116,1.32,1.193,996.29778,0.5182331,Terrestrial
WASP-1 b,0,-1.564876137,271.415,16.623,1665.0633,2.5199454,Gas Giant
HATS-17 b,0,-1.126136548,425.25654,8.709,743.0585,16.254611,Gas Giant
WASP-107 b,0,-1.168053994,30.5,10.536,654.74253,5.7214742,Neptunian
TOI-1266 c,0,3.250573154,2.2,1.56,315.36495,18.80151,Super-Earth
LTT 1445 A c,0,1.045972321,1.54,1.147,479.41235,3.1239035,Terrestrial
KOI-12 b,0,-1.447110188,349.613,13.787,923.84669,17.855182,Gas Giant
WASP-119 b,0,-1.537274177,390.9309,15.693,1395.7415,2.49979,Gas Giant
WASP-78 b,0,-1.659917067,352.7913,21.633,2116.2232,2.17518,Gas Giant
K2-30 b,0,-1.373724129,184.02357,11.646,999.35985,4.098503,Gas Giant
WASP-50 b,0,-1.454651,466.8287,13.07,1327.8949,1.9551,Gas Giant
WASP-41 b,0,-1.416640055,270.1555,12.33,1135.3472,3.0524,Gas Giant
WASP-26 b,0,-1.476291952,270.1555,13.563,1502.5181,2.7566,Gas Giant
XO-7 b,0,-1.532384312,225.34147,15.39,1552.5666,2.8641424,Gas Giant
WASP-47 b,0,-1.429005844,363.6,12.64,1137.8836,4.1591492,Gas Giant
WASP-87 b,0,-1.53986249,692.8694,15.524,2021.7774,1.682795,Gas Giant
HD 219134 g,0,2.192917925,10.80622,3.28,310.21331,94.2,Neptunian
Kepler-6 b,0,-1.503924328,212.31044,14.617,1289.4049,3.2346996,Gas Giant
KELT-6 c,0,0.913487408,1179.1493,13,226.17231,1276,Gas Giant
WASP-54 b,0,-1.588042887,187.5197,17.71,1587.6447,3.69364,Gas Giant
K2-155 b,0,0.592558344,3.89,1.8,529.64094,6.342,Super-Earth
K2-155 d,0,3.67239873,4.27,1.9,285.28892,40.718,Super-Earth
TOI-163 b,0,-1.564557579,387.7526,16.69,1525.4069,4.231306,Gas Giant
TOI-169 b,0,-1.42561575,251.40353,12.173,1569.7546,2.2554477,Gas Giant
TOI-431 b,0,0.241948906,3.07,1.28,1731.0535,0.490047,Terrestrial
HD 108236 b,0,0.159081892,3.24,1.615,1098.0939,3.795963,Super-Earth
HAT-P-53 b,0,-1.516123681,471.65972,14.773,1622.1282,1.9616241,Gas Giant
TOI-700 d,1,5.313473619,1.25,1.073,245.2216,37.42396,Terrestrial
HATS-46 b,0,-1.298667334,54.98459,10.122,942.81918,4.7423729,Gas Giant
HATS-51 b,0,-1.541095292,244.09344,15.805,1403.9178,3.3488702,Gas Giant
WASP-186 b,0,-1.433249901,1341.2426,12.442,1377.1405,5.026799,Gas Giant
TOI-178 c,0,0.217388858,4.77,1.669,798.45206,3.23845,Super-Earth
HATS-65 b,0,-1.567112398,260.93843,16.825,1492.0515,3.105161,Gas Giant
HD 108236 d,0,-0.057918169,6.98,2.539,712.8783,14.175685,Unknown
TOI-270 b,0,0.800775896,1.58,1.206,531.73715,3.3601538,Terrestrial
LP 791-18 b,0,0.689065273,1.94,1.212,564.19636,0.9479981,Terrestrial
HAT-P-15 b,0,-1.343516474,616.5902,11.882,818.17579,10.8635,Gas Giant
K2-238 b,0,-1.507536061,273.3338,14.572,1461.2374,3.20466,Gas Giant
K2-34 b,0,-1.482950016,539.67534,13.75,1525.417,2.9956348,Gas Giant
K2-266 b,0,-0.447240207,11.26782,3.3,1387.9637,0.658524,Neptunian
WASP-118 b,0,-1.552397605,163.36462,16.141,1594.1602,4.0460435,Gas Giant
DS Tuc A b,0,-0.861094099,413.179,5.7,833.90009,8.138268,Gas Giant
HATS-13 b,0,-1.455843879,172.58169,13.585,1049.1803,3.0440499,Gas Giant
HAT-P-6 b,0,-1.562268282,419.5356,16.589,1530.1201,3.85298,Gas Giant
HATS-23 b,0,-1.643383937,467.2101,20.849,1509.8992,2.1605156,Gas Giant
XO-2 N b,0,-1.371353835,179.89178,11.131,1262.2766,2.6158618,Gas Giant
TOI-125 d,0,-0.011337499,13.6,2.93,583.06573,19.98,Neptunian
HD 26965 b,0,0.599969001,8.47,2.84,447.61594,42.378,Unknown
HD 189733 b,0,-1.42740969,359.1479,12.666,1104.982,2.2185757,Gas Giant
GJ 357 d,2,2.473313045,6.1,2.34,200.34782,55.661,Super-Earth
WASP-100 b,0,-1.522008733,400.4658,14.908,1851.1927,2.84938,Gas Giant
TOI-178 d,0,0.028401544,3.01,2.572,631.23178,6.5577,Unknown
TOI-178 e,0,0.355138569,3.86,2.207,548.86916,9.961881,Super-Earth
TOI-178 f,0,0.635751639,7.72,2.287,476.47699,15.231915,Super-Earth
TOI-178 g,0,0.726806656,3.94,2.87,430.12493,20.7095,Unknown
TOI-1135 b,0,-1.230848164,51.42,9.02,1016.1148,8.02773,Gas Giant
TOI-2373 b,0,-1.257034969,2955.8042,10.424,783.2476,13.33668,Gas Giant
TOI-2416 b,0,-1.282898129,953.48522,9.864,983.30998,8.275479,Gas Giant
TOI-2524 b,0,-1.354824892,203.41018,11.209,1007.9484,7.18585,Gas Giant
TOI-3884 b,0,-0.011621625,16.5,6,417.57965,4.5445697,Neptunian
tau Cet e,0,3.600730461,3.93,1.81,290.78463,162.87,Super-Earth
K2-254 c,0,0.455232415,5.43,2.19,522.39482,12.11839,Super-Earth
EPIC 220554210 c,0,0.137800556,3.19,1.6,1826.4744,0.70531,Super-Earth
NSVS 14256825 b,0,-0.691579749,4497.2945,12.3,448.87978,3225,Gas Giant
Kepler-1390 b,0,0.319473372,1.76,1.18,934.69671,6.4802167,Terrestrial
Kepler-393 c,0,0.273092942,2.33,1.33,978.11263,14.613612,Terrestrial
Kepler-263 c,0,1.214000718,6.66,2.47,398.28324,47.332773,Super-Earth
Kepler-1431 b,0,0.205382242,2.76,1.47,1150.9652,5.8660153,Terrestrial
Kepler-237 c,0,0.104358967,4.98,2.08,726.47477,8.103636,Super-Earth
Kepler-1510 b,0,0.148180089,11.2,3.36,494.92701,84.703921,Neptunian
Kepler-169 e,0,0.24655209,5.48,2.2,590.88785,13.767102,Super-Earth
Kepler-11 f,0,0.252286962,2,2.49,545.91511,46.6888,Super-Earth
Kepler-219 c,0,-0.377431418,12.5,3.58,709.34537,22.714613,Neptunian
Kepler-910 b,0,0.256415489,0.477,0.82,1732.0803,2.364369,Terrestrial
Kepler-1037 b,0,0.24881601,2.18,1.28,1398.837,1.0637887,Terrestrial
Kepler-992 b,0,0.791487973,3.26,1.62,501.42897,20.160345,Super-Earth
Kepler-10 c,0,0.335269087,11.4,2.355,535.03278,45.294301,Neptunian
Kepler-1097 b,0,2.822882527,10.7,3.26,265.29125,187.74703,Neptunian
Kepler-382 b,0,0.249567337,2.3,1.32,1181.4582,5.262155,Terrestrial
Kepler-1310 b,0,0.193197367,2.67,1.44,1874.86,0.67933627,Terrestrial
42 Dra b,0,-1.387914384,1233.13,13,799.82659,479.1,Gas Giant
61 Vir c,0,-0.229496666,18.2,4.46,516.51778,38.021,Neptunian
Kepler-57 b,0,-0.010894688,115,2.19,854.13021,5.7293196,Gas Giant
70 Vir b,0,-0.883198608,2380.45,12.6,471.26334,116.688,Gas Giant
Kepler-255 c,0,-0.242239773,9.22,2.99,755.88512,9.946047,Unknown
K2-111 c,0,-0.369605058,11.08,3.33,801.79766,15.6805,Neptunian
Kepler-107 d,0,0.295507053,7.7,0.86,1084.491,7.95839,Terrestrial
K2-133 e,0,3.588603141,3.64,1.73,296.36518,26.5841,Super-Earth
TOI-3364 b,0,-1.414019749,530.77344,12.229,1155.9734,5.8768918,Gas Giant
KMT-2016-BLG-2605L b,0,-4.31E-16,245.0457,14,0,0,Gas Giant
Kepler-52 c,0,1.049195031,45.4,1.84,445.67878,16.385002,Neptunian
Kepler-248 b,0,-0.265877304,9.38,3.02,779.52086,6.308205,Unknown
24 Sex b,0,-0.624263858,632.46,13.4,430.98713,452.8,Gas Giant
24 Sex c,0,0.113726894,273.32,13.9,343.34623,883,Gas Giant
K2-174 b,0,0.609384152,7.27,2.6,459.90109,19.562307,Unknown
DENIS-P J082303.1-491201 b,0,-4.31E-16,9057.77,11.9,0,246.36,Gas Giant
HIP 63242 b,0,-1.384229312,2917.56,12.5,863.21491,124.6,Gas Giant
GJ 504 b,0,-1.453928063,1271.3,13,46.757909,0,Gas Giant
2MASS J01225093-2439505 b,0,-1.388948205,7786.5,11.209,13.124961,0,Gas Giant
RR Cae b,0,-1.461064901,1334.886,13,32.882269,4343.5,Gas Giant
2MASS J19383260+4603591 b,0,-1.250897544,603.877,13.4,607.65902,406,Gas Giant
HD 134606 e,0,0.248707968,2.34,1.33,1149.0711,4.3203,Terrestrial
Kepler-32 f,0,0.287370159,0.477,0.82,1062.0086,0.74296,Terrestrial
K2-317 b,0,1.332450519,8.91,2.93,372.692,6.22,Unknown
HD 188641 b,0,-1.190244176,9333.0312,11.9,104.6501,14583.81,Gas Giant
Kepler-423 b,0,-1.465101114,189.101,13.361,1331.5128,2.6843285,Gas Giant
KOI-142 c,0,-1.18652009,214.1,14,570.5974,22.26492,Gas Giant
TOI-1062 c,0,-0.285645036,9.78,3.1,768.28068,7.972,Unknown
TOI-1075 b,0,0.08152224,9.95,1.791,1224.7797,0.6047328,Super-Earth
HATS-15 b,0,-1.430260659,689.6911,12.386,1374.1119,1.7474875,Gas Giant
GJ 3341 b,0,1.798066536,6.6,2.46,350.12782,14.207,Super-Earth
GJ 581 b,0,0.356808839,15.8,4.11,427.10358,5.3686,Neptunian
G 264-012 b,0,0.708191973,2.5,1.39,542.28494,2.30538,Terrestrial
EPIC 201833600 c,0,0.418142859,0.972,1,755.67726,3.96151,Terrestrial
EPIC 249893012 b,0,0.010478923,8.75,1.95,1441.9592,3.5951,Super-Earth
EPIC 249893012 c,0,-0.486019684,14.67,3.67,866.95161,15.624,Neptunian
GJ 3293 d,2,2.894756939,7.6,2.67,222.52235,48.1345,Unknown
GJ 3998 c,0,1.429990414,6.26,2.38,384.22843,13.74,Super-Earth
BD-08 2823 b,0,-0.39990425,12.7132,3.61,724.2853,5.6,Neptunian
BD-10 3166 b,0,-1.480174342,187.5197,14.1,1141.061,3.48777,Gas Giant
GJ 720 A b,0,1.089670564,13.64,3.77,366.17093,19.466,Neptunian
BD-13 2130 b,0,-1.247367297,3108.3774,12.5,639.12284,714.29999,Gas Giant
HD 215152 d,0,0.447303061,2.801,1.48,635.5256,10.86499,Terrestrial
AB Pic b,0,-1.436499331,4290.5,12.3,13.871168,0,Gas Giant
CoRoT-7 d,0,-0.580473573,17.142,4.31,751.35878,8.966,Neptunian
K2-319 b,0,0.072469819,8.2,2.79,570.82122,26.68,Unknown
K2-323 b,0,2.508698932,5.06,2.1,330.06131,24.93,Super-Earth
KMT-2021-BLG-1105L b,0,-4.31E-16,413.17693,13.6,0,0,Gas Giant
OGLE2-TR-L9 b,0,-1.597963694,1430.175,18.046,1949.0562,2.4855335,Gas Giant
GJ 229 b,0,-0.39105603,14.93794,3.97,98.922954,579.47495,Neptunian
HD 105618 c,0,-1.410007778,8419.5923,11.9,47.221999,77114.072,Gas Giant
HD 5608 b,0,-0.120071245,371.22358,13.7,369.90798,768.7,Gas Giant
K2-318 b,0,1.543370065,3.39,1.66,404.66023,7.01,Super-Earth
Kepler-1491 c,0,0.212340456,6.53,2.44,566.31239,61.569765,Super-Earth
